station,date,prcp,tobs
USC00513117,12/12/2014,3,21.1
USC00513117,13/12/2014,0.8,22.8
USC00513117,14/12/2014,2.8,21.7
USC00513117,15/12/2014,0,21.7
USC00513117,16/12/2014,0.8,21.7
USC00513117,17/12/2014,3.6,21.7
USC00513117,18/12/2014,2.3,22.2
USC00513117,19/12/2014,0.3,24.4
USC00513117,20/12/2014,0,25.6
USC00513117,21/12/2014,0,24.4
USC00513117,22/12/2014,0,22.8
USC00513117,23/12/2014,27.9,21.1
USC00513117,24/12/2014,31.5,20
USC00513117,25/12/2014,2.3,25
USC00513117,26/12/2014,0,18.9
USC00513117,27/12/2014,0,18.3
USC00513117,28/12/2014,0,20.6
USC00513117,29/12/2014,0,20.6
USC00513117,30/12/2014,0,18.9
USC00513117,31/12/2014,18.3,17.8
USC00513117,1/01/2015,0.3,17.8
USC00513117,2/01/2015,0.3,17.8
USC00513117,3/01/2015,37.1,17.2
USC00513117,4/01/2015,0.5,18.9
USC00513117,5/01/2015,0,15.6
USC00513117,6/01/2015,1.8,20.6
USC00513117,7/01/2015,0,20
USC00513117,8/01/2015,0,19.4
USC00513117,9/01/2015,0,20
USC00513117,10/01/2015,1,20.6
USC00513117,11/01/2015,0,18.9
USC00513117,12/01/2015,0,17.8
USC00513117,13/01/2015,0,17.8
USC00513117,14/01/2015,0,20
USC00513117,15/01/2015,0,20.6
USC00513117,16/01/2015,0.3,21.7
USC00513117,17/01/2015,0,21.1
USC00513117,18/01/2015,0,20.6
USC00513117,19/01/2015,0,21.1
USC00513117,20/01/2015,0,19.4
USC00513117,21/01/2015,0,20
USC00513117,22/01/2015,0,19.4
USC00513117,23/01/2015,0,23.3
USC00513117,24/01/2015,2.3,20.6
USC00513117,25/01/2015,11.7,19.4
USC00513117,26/01/2015,18.5,21.1
USC00513117,27/01/2015,0.3,21.7
USC00513117,28/01/2015,2.3,20
USC00513117,29/01/2015,0,22.2
USC00513117,30/01/2015,0.5,18.3
USC00513117,31/01/2015,0,18.9
USC00513117,1/02/2015,0,18.9
USC00513117,2/02/2015,0,22.2
USC00513117,3/02/2015,0,25
USC00513117,4/02/2015,19.6,23.3
USC00513117,5/02/2015,0,21.1
USC00513117,6/02/2015,0,20
USC00513117,7/02/2015,0,18.3
USC00513117,8/02/2015,0,16.7
USC00513117,9/02/2015,0,23.3
USC00513117,10/02/2015,2.5,21.1
USC00513117,11/02/2015,0,21.1
USC00513117,12/02/2015,0,18.3
USC00513117,13/02/2015,0,22.8
USC00513117,14/02/2015,3.3,24.4
USC00513117,15/02/2015,20.3,16.1
USC00513117,16/02/2015,0,17.8
USC00513117,17/02/2015,0,20
USC00513117,18/02/2015,0,20
USC00513117,19/02/2015,0,21.1
USC00513117,20/02/2015,0.5,21.1
USC00513117,21/02/2015,19.3,20.6
USC00513117,22/02/2015,0,21.1
USC00513117,23/02/2015,0,22.8
USC00513117,24/02/2015,0,21.7
USC00513117,25/02/2015,0,22.2
USC00513117,26/02/2015,1.5,21.7
USC00513117,27/02/2015,2,21.1
USC00513117,28/02/2015,6.4,20.6
USC00513117,1/03/2015,6.9,22.2
USC00513117,2/03/2015,1,22.2
USC00513117,3/03/2015,0.5,22.8
USC00513117,4/03/2015,1.5,22.2
USC00513117,5/03/2015,13.2,20.6
USC00513117,6/03/2015,1.5,20
USC00513117,7/03/2015,0,20
USC00513117,8/03/2015,0.3,18.3
USC00513117,9/03/2015,0,17.8
USC00513117,10/03/2015,0.8,17.2
USC00513117,11/03/2015,0,18.3
USC00513117,12/03/2015,0,18.3
USC00513117,13/03/2015,0.5,16.7
USC00513117,14/03/2015,0,19.4
USC00513117,15/03/2015,0,20.6
USC00513117,16/03/2015,0.3,18.3
USC00513117,17/03/2015,0,17.2
USC00513117,18/03/2015,0,18.3
USC00513117,19/03/2015,0,19.4
USC00513117,20/03/2015,2.8,21.1
USC00513117,21/03/2015,2,21.7
USC00513117,22/03/2015,1.3,22.8
USC00513117,23/03/2015,0,22.2
USC00513117,24/03/2015,0,20
USC00513117,25/03/2015,0.5,20.6
USC00513117,26/03/2015,1.5,21.1
USC00513117,27/03/2015,0,21.7
USC00513117,28/03/2015,0,23.3
USC00513117,29/03/2015,9.7,22.8
USC00513117,30/03/2015,0.5,21.7
USC00513117,31/03/2015,15.2,21.1
USC00513117,1/04/2015,6.1,22.8
USC00513117,2/04/2015,0.3,22.8
USC00513117,3/04/2015,0,23.3
USC00513117,4/04/2015,0,23.3
USC00513117,5/04/2015,1.5,23.3
USC00513117,6/04/2015,0,22.2
USC00513117,7/04/2015,0,22.8
USC00513117,8/04/2015,4.8,22.2
USC00513117,9/04/2015,0.8,22.2
USC00513117,10/04/2015,0,21.7
USC00513117,11/04/2015,0,23.3
USC00513117,12/04/2015,2.3,22.8
USC00513117,13/04/2015,0.8,22.2
USC00513117,14/04/2015,0.3,22.8
USC00513117,15/04/2015,1.3,23.3
USC00513117,16/04/2015,1,22.2
USC00513117,17/04/2015,0.3,22.8
USC00513117,18/04/2015,0.5,23.3
USC00513117,19/04/2015,0,22.8
USC00513117,20/04/2015,0,22.8
USC00513117,21/04/2015,1,22.8
USC00513117,22/04/2015,2.5,20.6
USC00513117,23/04/2015,0.5,21.7
USC00513117,24/04/2015,1,24.4
USC00513117,25/04/2015,0.3,23.3
USC00513117,26/04/2015,0,23.9
USC00513117,27/04/2015,4.3,22.8
USC00513117,28/04/2015,2.3,22.8
USC00513117,29/04/2015,2.3,23.9
USC00513117,30/04/2015,0.8,24.4
USC00513117,1/05/2015,1.3,23.3
USC00513117,2/05/2015,0,22.8
USC00513117,4/05/2015,,25
USC00513117,5/05/2015,0.5,23.9
USC00513117,6/05/2015,0,23.3
USC00513117,7/05/2015,0,23.9
USC00513117,8/05/2015,1,24.4
USC00513117,9/05/2015,3.3,23.3
USC00513117,10/05/2015,1.3,22.8
USC00513117,11/05/2015,0.5,23.3
USC00513117,12/05/2015,0,22.8
USC00513117,13/05/2015,0,22.2
USC00513117,14/05/2015,2.5,22.8
USC00513117,15/05/2015,0.5,22.2
USC00513117,16/05/2015,0.5,24.4
USC00513117,17/05/2015,0.3,22.8
USC00513117,18/05/2015,6.9,22.8
USC00513117,19/05/2015,0.5,22.8
USC00513117,20/05/2015,0.8,22.2
USC00513117,21/05/2015,1.5,20
USC00513117,22/05/2015,0,20
USC00513117,23/05/2015,20.3,20
USC00513117,24/05/2015,0,22.2
USC00513117,25/05/2015,0.3,22.2
USC00513117,26/05/2015,2,19.4
USC00513117,27/05/2015,1.8,19.4
USC00513117,28/05/2015,32.8,20
USC00513117,29/05/2015,0.3,20
USC00513117,30/05/2015,0,21.1
USC00513117,31/05/2015,8.6,23.3
USC00513117,3/06/2015,,23.9
USC00513117,4/06/2015,6.9,22.2
USC00513117,5/06/2015,0,21.1
USC00513117,6/06/2015,0,24.4
USC00513117,7/06/2015,0,25.6
USC00513117,8/06/2015,2.5,22.2
USC00513117,9/06/2015,1.3,23.3
USC00513117,10/06/2015,1.8,23.3
USC00513117,11/06/2015,2.5,22.2
USC00513117,12/06/2015,0,21.7
USC00513117,13/06/2015,0,26.1
USC00513117,14/06/2015,1.8,26.1
USC00513117,15/06/2015,0,24.4
USC00513117,16/06/2015,3.6,23.9
USC00513117,17/06/2015,6.4,22.2
USC00513117,18/06/2015,3.6,23.3
USC00513117,19/06/2015,0.5,24.4
USC00513117,20/06/2015,1,24.4
USC00513117,21/06/2015,0.3,25
USC00513117,22/06/2015,0.3,23.9
USC00513117,23/06/2015,0.8,24.4
USC00513117,24/06/2015,3.6,23.9
USC00513117,25/06/2015,5.1,23.9
USC00513117,26/06/2015,2.5,24.4
USC00513117,27/06/2015,1.5,24.4
USC00513117,29/06/2015,,23.3
USC00513117,6/07/2015,0.3,25.6
USC00513117,8/07/2015,,25
USC00513117,9/07/2015,1.3,26.1
USC00513117,10/07/2015,7.4,25
USC00513117,11/07/2015,8.4,25.6
USC00513117,12/07/2015,7.6,25
USC00513117,13/07/2015,5.1,26.1
USC00513117,15/07/2015,,25
USC00513117,17/07/2015,,25.6
USC00513117,18/07/2015,1.8,25.6
USC00513117,19/07/2015,0.8,25
USC00513117,20/07/2015,0.8,25
USC00513117,1/08/2015,1.3,26.1
USC00513117,2/08/2015,0.5,26.7
USC00513117,3/08/2015,0.5,27.2
USC00513117,4/08/2015,0,25
USC00513117,5/08/2015,0.5,25
USC00513117,6/08/2015,6.9,25
USC00513117,7/08/2015,7.6,25
USC00513117,8/08/2015,6.9,24.4
USC00513117,10/08/2015,0.3,26.1
USC00513117,11/08/2015,0.5,26.1
USC00513117,12/08/2015,2.3,26.1
USC00513117,13/08/2015,4.8,25
USC00513117,14/08/2015,5.3,25.6
USC00513117,15/08/2015,0.5,28.3
USC00513117,17/08/2015,13,23.3
USC00513117,18/08/2015,6.1,23.3
USC00513117,19/08/2015,0.5,24.4
USC00513117,20/08/2015,2,26.1
USC00513117,21/08/2015,1.3,28.3
USC00513117,22/08/2015,16.5,25
USC00513117,23/08/2015,8.4,22.8
USC00513117,24/08/2015,5.8,24.4
USC00513117,25/08/2015,13.2,24.4
USC00513117,26/08/2015,26.2,24.4
USC00513117,27/08/2015,0,25.6
USC00513117,28/08/2015,0,29.4
USC00513117,29/08/2015,6.4,27.2
USC00513117,30/08/2015,0,25.6
USC00513117,1/09/2015,8.1,25.6
USC00513117,2/09/2015,7.1,26.1
USC00513117,3/09/2015,39.4,26.1
USC00513117,4/09/2015,0,28.3
USC00513117,5/09/2015,0,27.8
USC00513117,6/09/2015,18,24.4
USC00513117,7/09/2015,4.8,25
USC00513117,9/09/2015,,24.4
USC00513117,10/09/2015,1.5,25.6
USC00513117,11/09/2015,2.3,25.6
USC00513117,12/09/2015,68.6,26.7
USC00513117,13/09/2015,4.1,26.7
USC00513117,14/09/2015,16,25.6
USC00513117,15/09/2015,14.2,24.4
USC00513117,16/09/2015,1.5,26.1
USC00513117,17/09/2015,1.5,23.9
USC00513117,18/09/2015,2,25.6
USC00513117,19/09/2015,0,26.7
USC00513117,20/09/2015,1.8,26.7
USC00513117,21/09/2015,1.8,26.7
USC00513117,22/09/2015,8.1,26.7
USC00513117,23/09/2015,7.6,25.6
USC00513117,24/09/2015,0.3,26.1
USC00513117,25/09/2015,0,26.1
USC00513117,26/09/2015,9.1,26.1
USC00513117,27/09/2015,4.6,25
USC00513117,28/09/2015,4.3,25
USC00513117,29/09/2015,1.8,25
USC00513117,30/09/2015,4.3,26.7
USC00513117,1/10/2015,0,26.1
USC00513117,2/10/2015,0.5,24.4
USC00513117,3/10/2015,0,23.9
USC00513117,4/10/2015,0,25.6
USC00513117,5/10/2015,10.2,24.4
USC00513117,6/10/2015,5.6,23.9
USC00513117,7/10/2015,5.6,23.9
USC00513117,8/10/2015,1.3,23.9
USC00513117,9/10/2015,0.8,23.9
USC00513117,10/10/2015,2.8,23.3
USC00513117,11/10/2015,2.3,27.2
USC00513117,12/10/2015,25.4,25
USC00513117,13/10/2015,43.2,23.9
USC00513117,14/10/2015,30.7,23.9
USC00513117,15/10/2015,20.6,23.3
USC00513117,16/10/2015,18.5,22.8
USC00513117,17/10/2015,2.5,26.1
USC00513117,18/10/2015,0.8,27.2
USC00513117,19/10/2015,4.6,23.9
USC00513117,20/10/2015,5.1,23.3
USC00513117,21/10/2015,0.5,24.4
USC00513117,22/10/2015,0,23.9
USC00513117,23/10/2015,0.8,25.6
USC00513117,24/10/2015,0,23.3
USC00513117,25/10/2015,0.8,23.9
USC00513117,26/10/2015,1,25
USC00513117,27/10/2015,1.5,25
USC00513117,28/10/2015,6.9,22.2
USC00513117,29/10/2015,0.5,23.3
USC00513117,30/10/2015,0.5,23.3
USC00513117,31/10/2015,5.6,25.6
USC00513117,1/11/2015,8.4,27.2
USC00513117,2/11/2015,0,23.9
USC00513117,3/11/2015,0,27.8
USC00513117,4/11/2015,0.8,25.6
USC00513117,5/11/2015,3,24.4
USC00513117,6/11/2015,3,25
USC00513117,7/11/2015,3,24.4
USC00513117,8/11/2015,7.6,25
USC00513117,9/11/2015,2.8,24.4
USC00513117,10/11/2015,1.5,25.6
USC00513117,11/11/2015,0,26.1
USC00513117,12/11/2015,7.6,24.4
USC00513117,13/11/2015,2.5,23.9
USC00513117,14/11/2015,13.5,26.1
USC00513117,15/11/2015,2,26.1
USC00513117,16/11/2015,0,23.9
USC00513117,17/11/2015,2.5,21.1
USC00513117,18/11/2015,2.5,27.2
USC00513117,19/11/2015,4.6,25
USC00513117,20/11/2015,17.3,22.8
USC00513117,21/11/2015,40.9,23.9
USC00513117,22/11/2015,20.3,22.8
USC00513117,23/11/2015,12.2,23.3
USC00513117,24/11/2015,43.2,23.3
USC00513117,25/11/2015,2.8,21.7
USC00513117,26/11/2015,9.1,22.8
USC00513117,27/11/2015,23.1,23.9
USC00513117,28/11/2015,1.8,25
USC00513117,29/11/2015,0.5,25.6
USC00513117,30/11/2015,0.8,24.4
USC00513117,2/12/2015,0.8,23.3
USC00513117,3/12/2015,2,23.9
USC00513117,4/12/2015,0.3,26.7
USC00513117,5/12/2015,7.1,22.2
USC00513117,6/12/2015,13.2,22.8
USC00513117,7/12/2015,0,21.1
USC00513117,8/12/2015,2,20.6
USC00513117,9/12/2015,2.5,25
USC00513117,10/12/2015,2,23.3
USC00513117,11/12/2015,0,25
USC00513117,12/12/2015,15.7,22.2
USC00513117,13/12/2015,0,20.6
USC00513117,14/12/2015,17.5,20.6
USC00513117,15/12/2015,6.1,23.9
USC00513117,16/12/2015,2,23.9
USC00513117,17/12/2015,3.3,22.2
USC00513117,18/12/2015,7.1,22.8
USC00513117,19/12/2015,9.1,25.6
USC00513117,20/12/2015,5.1,23.9
USC00513117,21/12/2015,0.8,23.9
USC00513117,22/12/2015,0.3,23.3
USC00513117,23/12/2015,2.8,22.8
USC00513117,24/12/2015,0,21.1
USC00513117,25/12/2015,13.2,21.1
USC00513117,26/12/2015,4.8,22.2
USC00513117,27/12/2015,6.4,23.3
USC00513117,28/12/2015,10.2,23.3
USC00513117,29/12/2015,2.8,19.4
USC00513117,30/12/2015,0.8,23.3
USC00513117,31/12/2015,1.5,21.1
USC00513117,1/01/2016,0.5,17.2
USC00513117,2/01/2016,0.3,22.8
USC00513117,3/01/2016,0,21.7
USC00513117,4/01/2016,0,22.2
USC00513117,5/01/2016,4.8,20
USC00513117,6/01/2016,7.6,21.1
USC00513117,7/01/2016,0.8,21.7
USC00513117,8/01/2016,0.3,20.6
USC00513117,9/01/2016,0,21.7
USC00513117,10/01/2016,0.3,22.2
USC00513117,11/01/2016,0.3,22.2
USC00513117,12/01/2016,0.8,18.9
USC00513117,13/01/2016,0,25
USC00513117,14/01/2016,0,18.9
USC00513117,15/01/2016,0,21.7
USC00513117,16/01/2016,0.8,22.2
USC00513117,17/01/2016,0.5,19.4
USC00513117,18/01/2016,0,19.4
USC00513117,19/01/2016,0,22.8
USC00513117,20/01/2016,0.5,19.4
USC00513117,21/01/2016,6.9,23.9
USC00513117,22/01/2016,0.3,21.1
USC00513117,23/01/2016,0,21.7
USC00513117,24/01/2016,0,21.1
USC00513117,25/01/2016,3.3,21.1
USC00513117,26/01/2016,4.1,25
USC00513117,27/01/2016,0,21.7
USC00513117,28/01/2016,0,20
USC00513117,29/01/2016,0,20.6
USC00513117,30/01/2016,0,19.4
USC00513117,31/01/2016,0,22.2
USC00513117,1/02/2016,0,25.6
USC00513117,2/02/2016,10.4,20
USC00513117,3/02/2016,6.4,21.7
USC00513117,4/02/2016,0,21.1
USC00513117,5/02/2016,0,21.1
USC00513117,6/02/2016,0,23.9
USC00513117,7/02/2016,4.1,21.7
USC00513117,8/02/2016,0,23.3
USC00513117,9/02/2016,0,18.9
USC00513117,10/02/2016,0,17.2
USC00513117,11/02/2016,0,22.2
USC00513117,12/02/2016,1.8,23.3
USC00513117,13/02/2016,0.5,23.9
USC00513117,14/02/2016,0,23.3
USC00513117,15/02/2016,0,26.1
USC00513117,16/02/2016,1.3,23.9
USC00513117,17/02/2016,2.5,22.8
USC00513117,18/02/2016,0.5,23.3
USC00513117,19/02/2016,2.8,20.6
USC00513117,20/02/2016,1.8,24.4
USC00513117,21/02/2016,2.3,23.3
USC00513117,22/02/2016,1.3,23.3
USC00513117,23/02/2016,0,18.3
USC00513117,24/02/2016,0,23.9
USC00513117,25/02/2016,0,22.2
USC00513117,26/02/2016,9.7,25
USC00513117,27/02/2016,2,24.4
USC00513117,28/02/2016,0,26.7
USC00513117,29/02/2016,0,26.1
USC00513117,1/03/2016,0,22.8
USC00513117,2/03/2016,0,21.7
USC00513117,3/03/2016,0,22.2
USC00513117,4/03/2016,0,19.4
USC00513117,5/03/2016,0,18.9
USC00513117,6/03/2016,0,20.6
USC00513117,7/03/2016,0,21.1
USC00513117,8/03/2016,0.5,23.9
USC00513117,9/03/2016,3.8,23.3
USC00513117,10/03/2016,0,21.1
USC00513117,11/03/2016,1.5,21.1
USC00513117,12/03/2016,0,22.8
USC00513117,13/03/2016,0,22.2
USC00513117,14/03/2016,0,22.2
USC00513117,15/03/2016,7.6,18.9
USC00513117,16/03/2016,10.4,21.7
USC00513117,17/03/2016,0.5,20.6
USC00513117,18/03/2016,0.8,21.1
USC00513117,19/03/2016,0.5,21.1
USC00513117,20/03/2016,0,22.2
USC00513117,21/03/2016,1.5,21.7
USC00513117,22/03/2016,0,20.6
USC00513117,23/03/2016,45.2,18.9
USC00513117,24/03/2016,0.5,20
USC00513117,25/03/2016,48.3,21.1
USC00513117,26/03/2016,22.1,19.4
USC00513117,27/03/2016,0.3,19.4
USC00513117,28/03/2016,0,20
USC00513117,29/03/2016,0.3,22.2
USC00513117,30/03/2016,0.5,18.9
USC00513117,31/03/2016,0,20.6
USC00513117,1/04/2016,0,21.7
USC00513117,2/04/2016,0.5,21.7
USC00513117,3/04/2016,0,22.8
USC00513117,4/04/2016,0,23.9
USC00513117,5/04/2016,5.1,20.6
USC00513117,6/04/2016,2.5,21.1
USC00513117,7/04/2016,3,20
USC00513117,8/04/2016,0.5,22.2
USC00513117,9/04/2016,16.8,22.2
USC00513117,10/04/2016,0.5,20
USC00513117,11/04/2016,2,22.2
USC00513117,12/04/2016,0.5,23.3
USC00513117,13/04/2016,1.3,23.9
USC00513117,14/04/2016,1.5,23.3
USC00513117,15/04/2016,0,23.9
USC00513117,16/04/2016,1,22.8
USC00513117,17/04/2016,4.3,20.6
USC00513117,18/04/2016,10.2,20.6
USC00513117,19/04/2016,0.5,21.1
USC00513117,20/04/2016,0,22.8
USC00513117,21/04/2016,0.3,22.8
USC00513117,22/04/2016,0,23.3
USC00513117,23/04/2016,5.3,21.7
USC00513117,24/04/2016,2.8,23.9
USC00513117,25/04/2016,1.5,24.4
USC00513117,26/04/2016,0.3,24.4
USC00513117,27/04/2016,1.3,23.3
USC00513117,28/04/2016,0,23.9
USC00513117,29/04/2016,0,23.9
USC00513117,30/04/2016,0,23.3
USC00513117,1/05/2016,1,23.9
USC00513117,2/05/2016,0,23.3
USC00513117,3/05/2016,0.5,23.3
USC00513117,4/05/2016,3,23.3
USC00513117,5/05/2016,15.2,25
USC00513117,6/05/2016,5.6,21.1
USC00513117,7/05/2016,38.9,20.6
USC00513117,8/05/2016,20.3,20
USC00513117,9/05/2016,2.5,22.8
USC00513117,10/05/2016,3.8,22.2
USC00513117,11/05/2016,0.5,22.2
USC00513117,12/05/2016,0,20
USC00513117,13/05/2016,0,20
USC00513117,14/05/2016,4.6,22.2
USC00513117,15/05/2016,0.5,23.3
USC00513117,16/05/2016,0,23.9
USC00513117,17/05/2016,0.8,23.9
USC00513117,18/05/2016,1.3,23.3
USC00513117,19/05/2016,1.3,23.9
USC00513117,20/05/2016,3.8,23.9
USC00513117,21/05/2016,2,23.9
USC00513117,22/05/2016,0,23.9
USC00513117,23/05/2016,0,23.9
USC00513117,24/05/2016,0,23.9
USC00513117,25/05/2016,0,23.3
USC00513117,26/05/2016,20.3,22.2
USC00513117,27/05/2016,1.3,24.4
USC00513117,28/05/2016,0,24.4
USC00513117,29/05/2016,0,21.7
USC00513117,30/05/2016,0.8,22.2
USC00513117,31/05/2016,4.6,22.2
USC00513117,1/06/2016,22.6,21.1
USC00513117,2/06/2016,3.8,20.6
USC00513117,3/06/2016,4.1,21.1
USC00513117,4/06/2016,0,20
USC00513117,5/06/2016,16,21.1
USC00513117,6/06/2016,9.1,23.3
USC00513117,7/06/2016,10.2,23.9
USC00513117,8/06/2016,0,23.3
USC00513117,9/06/2016,5.3,21.7
USC00513117,10/06/2016,1.5,22.8
USC00513117,11/06/2016,0.5,23.9
USC00513117,12/06/2016,1,23.3
USC00513117,13/06/2016,2,24.4
USC00513117,14/06/2016,1.5,24.4
USC00513117,15/06/2016,4.6,24.4
USC00513117,16/06/2016,0.8,24.4
USC00513117,17/06/2016,4.1,23.9
USC00513117,18/06/2016,7.6,23.9
USC00513117,19/06/2016,0.5,23.9
USC00513117,20/06/2016,4.1,23.3
USC00513117,21/06/2016,0.8,22.8
USC00513117,22/06/2016,0.3,24.4
USC00513117,23/06/2016,6.4,23.3
USC00513117,24/06/2016,0.5,25.6
USC00513117,25/06/2016,20.3,21.7
USC00513117,26/06/2016,1.5,23.9
USC00513117,27/06/2016,1.5,23.9
USC00513117,28/06/2016,0.5,23.3
USC00513117,29/06/2016,0.8,25
USC00513117,30/06/2016,0,25
USC00513117,1/07/2016,0,24.4
USC00513117,2/07/2016,0,25
USC00513117,3/07/2016,0,25
USC00513117,4/07/2016,3.6,24.4
USC00513117,5/07/2016,1.3,23.9
USC00513117,6/07/2016,12.4,23.3
USC00513117,7/07/2016,1.3,23.9
USC00513117,8/07/2016,0.8,24.4
USC00513117,9/07/2016,0,24.4
USC00513117,10/07/2016,3.6,23.9
USC00513117,11/07/2016,2.8,22.8
USC00513117,12/07/2016,1.3,25
USC00513117,13/07/2016,1.5,23.3
USC00513117,14/07/2016,10.9,23.9
USC00513117,15/07/2016,5.8,23.3
USC00513117,16/07/2016,11.2,23.9
USC00513117,17/07/2016,0.8,24.4
USC00513117,18/07/2016,6.6,24.4
USC00513117,19/07/2016,2,23.9
USC00513117,20/07/2016,0,25.6
USC00513117,21/07/2016,1,25
USC00513117,22/07/2016,1.5,25
USC00513117,23/07/2016,4.1,24.4
USC00513117,24/07/2016,3.8,25.6
USC00513117,25/07/2016,194.3,25.6
USC00513117,26/07/2016,0,25
USC00513117,27/07/2016,0.5,25.6
USC00513117,28/07/2016,0,25.6
USC00513117,29/07/2016,0,25
USC00513117,30/07/2016,0.8,24.4
USC00513117,31/07/2016,1.3,24.4
USC00513117,1/08/2016,59.7,24.4
USC00513117,2/08/2016,5.1,23.9
USC00513117,3/08/2016,0.5,24.4
USC00513117,4/08/2016,15.7,24.4
USC00513117,5/08/2016,0.8,25.6
USC00513117,6/08/2016,1.8,24.4
USC00513117,7/08/2016,7.6,25
USC00513117,8/08/2016,8.4,25.6
USC00513117,9/08/2016,0,25
USC00513117,10/08/2016,0,25.6
USC00513117,11/08/2016,1,25
USC00513117,12/08/2016,1.3,24.4
USC00513117,13/08/2016,0,25
USC00513117,14/08/2016,4.3,25
USC00513117,15/08/2016,4.3,25
USC00513117,16/08/2016,2.5,25
USC00513117,17/08/2016,0,22.8
USC00513117,18/08/2016,0,25.6
USC00513117,19/08/2016,3.6,25
USC00513117,20/08/2016,0.8,26.1
USC00513117,21/08/2016,8.1,24.4
USC00513117,22/08/2016,23.9,24.4
USC00513117,23/08/2016,3.8,24.4
USC00513117,24/08/2016,54.6,24.4
USC00513117,25/08/2016,2,25
USC00513117,26/08/2016,0.8,25.6
USC00513117,27/08/2016,4.6,22.8
USC00513117,28/08/2016,3.6,22.8
USC00513117,29/08/2016,4.3,25.6
USC00513117,30/08/2016,0,24.4
USC00513117,31/08/2016,2.5,25
USC00513117,1/09/2016,0,26.1
USC00513117,2/09/2016,0.5,25.6
USC00513117,3/09/2016,1.8,25
USC00513117,4/09/2016,0.8,23.9
USC00513117,5/09/2016,2.8,25.6
USC00513117,6/09/2016,1.3,23.3
USC00513117,7/09/2016,2.5,23.9
USC00513117,8/09/2016,5.6,25
USC00513117,9/09/2016,0.3,24.4
USC00513117,10/09/2016,0.3,24.4
USC00513117,11/09/2016,4.6,24.4
USC00513117,12/09/2016,1,24.4
USC00513117,13/09/2016,9.4,24.4
USC00513117,14/09/2016,22.9,24.4
USC00513117,15/09/2016,3,25.6
USC00513117,16/09/2016,0.3,25.6
USC00513117,17/09/2016,1,25.6
USC00513117,18/09/2016,0,25.6
USC00513117,19/09/2016,0.3,23.9
USC00513117,20/09/2016,2.3,25.6
USC00513117,21/09/2016,1.5,24.4
USC00513117,22/09/2016,2.3,25
USC00513117,23/09/2016,3.8,24.4
USC00513117,24/09/2016,0,26.1
USC00513117,25/09/2016,0.5,25
USC00513117,26/09/2016,1.5,25
USC00513117,27/09/2016,3,25
USC00513117,28/09/2016,2,25
USC00513117,29/09/2016,12.4,24.4
USC00513117,30/09/2016,7.9,25
USC00513117,1/10/2016,3.6,23.9
USC00513117,2/10/2016,0.5,25
USC00513117,3/10/2016,1,25.6
USC00513117,4/10/2016,0,25.6
USC00513117,5/10/2016,0,25
USC00513117,6/10/2016,1.3,24.4
USC00513117,7/10/2016,0,25.6
USC00513117,8/10/2016,0,24.4
USC00513117,9/10/2016,0,25
USC00513117,10/10/2016,0,23.9
USC00513117,11/10/2016,0.5,25
USC00513117,12/10/2016,0.8,23.9
USC00513117,13/10/2016,0,25.6
USC00513117,14/10/2016,0,25
USC00513117,15/10/2016,0,24.4
USC00513117,16/10/2016,0,23.9
USC00513117,17/10/2016,0.8,25
USC00513117,18/10/2016,1.3,25
USC00513117,19/10/2016,1.5,25
USC00513117,20/10/2016,0,24.4
USC00513117,21/10/2016,3.8,24.4
USC00513117,22/10/2016,2.5,25
USC00513117,23/10/2016,0.3,24.4
USC00513117,24/10/2016,0,24.4
USC00513117,25/10/2016,1,25
USC00513117,26/10/2016,1.5,23.3
USC00513117,27/10/2016,2.8,23.9
USC00513117,28/10/2016,0.5,25
USC00513117,29/10/2016,0.5,25
USC00513117,30/10/2016,2.5,25.6
USC00513117,31/10/2016,0.8,24.4
USC00513117,1/11/2016,0.3,25
USC00513117,2/11/2016,0,24.4
USC00513117,3/11/2016,0,23.3
USC00513117,4/11/2016,0,24.4
USC00513117,5/11/2016,0.5,22.2
USC00513117,6/11/2016,0.5,24.4
USC00513117,7/11/2016,0,20.6
USC00513117,8/11/2016,3.6,21.7
USC00513117,9/11/2016,2,21.1
USC00513117,10/11/2016,0,20.6
USC00513117,11/11/2016,0,21.7
USC00513117,12/11/2016,0,20
USC00513117,13/11/2016,0,22.2
USC00513117,14/11/2016,1.5,24.4
USC00513117,15/11/2016,0,25.6
USC00513117,16/11/2016,3.6,24.4
USC00513117,17/11/2016,0.8,23.9
USC00513117,18/11/2016,0.3,25.6
USC00513117,19/11/2016,2.8,22.8
USC00513117,20/11/2016,2.8,23.9
USC00513117,21/11/2016,0.5,23.9
USC00513117,22/11/2016,10.4,24.4
USC00513117,23/11/2016,0.8,23.9
USC00513117,24/11/2016,5.1,23.9
USC00513117,25/11/2016,1.3,24.4
USC00513117,26/11/2016,1.3,24.4
USC00513117,27/11/2016,1.5,23.9
USC00513117,28/11/2016,0.5,23.9
USC00513117,29/11/2016,1,23.3
USC00513117,30/11/2016,1.3,23.3
USC00513117,1/12/2016,8.4,22.8
USC00513117,2/12/2016,7.6,21.7
USC00513117,3/12/2016,1,21.7
USC00513117,4/12/2016,2.5,20.6
USC00513117,5/12/2016,8.6,20
USC00513117,6/12/2016,0.5,21.1
USC00513117,7/12/2016,4.3,21.7
USC00513117,8/12/2016,0.8,22.2
USC00513117,9/12/2016,8.6,21.1
USC00513117,10/12/2016,0.5,21.7
