station,date,prcp,tobs
USC00519523,26/05/2013,1.5,23.9
USC00519523,27/05/2013,0,25
USC00519523,28/05/2013,2.5,25.6
USC00519523,29/05/2013,0,22.2
USC00519523,30/05/2013,0,24.4
USC00519523,31/05/2013,0,25
USC00519523,1/06/2013,0,24.4
USC00519523,2/06/2013,2,24.4
USC00519523,3/06/2013,0.5,25
USC00519523,4/06/2013,0,25.6
USC00519523,5/06/2013,0,26.1
USC00519523,6/06/2013,0,26.1
USC00519523,7/06/2013,1.8,23.9
USC00519523,8/06/2013,0,26.1
USC00519523,9/06/2013,0,26.1
USC00519523,10/06/2013,0,23.9
USC00519523,11/06/2013,0,25
USC00519523,12/06/2013,0,27.2
USC00519523,13/06/2013,0,24.4
USC00519523,14/06/2013,7.1,23.9
USC00519523,15/06/2013,0,25.6
USC00519523,16/06/2013,0,27.2
USC00519523,17/06/2013,0,24.4
USC00519523,18/06/2013,0,24.4
USC00519523,19/06/2013,0,24.4
USC00519523,20/06/2013,1.8,22.2
USC00519523,21/06/2013,8.1,22.8
USC00519523,22/06/2013,3.3,23.3
USC00519523,23/06/2013,2,23.3
USC00519523,24/06/2013,0.3,23.9
USC00519523,25/06/2013,4.6,22.8
USC00519523,26/06/2013,10.7,22.8
USC00519523,27/06/2013,0.5,24.4
USC00519523,29/06/2013,1.3,22.8
USC00519523,30/06/2013,0,26.1
USC00519523,1/07/2013,0,23.9
USC00519523,2/07/2013,4.1,22.8
USC00519523,3/07/2013,0,24.4
USC00519523,4/07/2013,0,25.6
USC00519523,5/07/2013,0,21.7
USC00519523,6/07/2013,0,22.8
USC00519523,7/07/2013,0,25
USC00519523,8/07/2013,0.5,25
USC00519523,9/07/2013,0,25.6
USC00519523,10/07/2013,1.8,25
USC00519523,11/07/2013,1.5,24.4
USC00519523,12/07/2013,0.5,24.4
USC00519523,13/07/2013,0,24.4
USC00519523,14/07/2013,0,27.2
USC00519523,15/07/2013,0,24.4
USC00519523,16/07/2013,0,25.6
USC00519523,17/07/2013,0,25
USC00519523,18/07/2013,0,24.4
USC00519523,19/07/2013,0,25.6
USC00519523,20/07/2013,0,26.1
USC00519523,21/07/2013,0,26.1
USC00519523,22/07/2013,5.1,23.9
USC00519523,23/07/2013,5.1,23.3
USC00519523,24/07/2013,0.3,25
USC00519523,25/07/2013,0,27.2
USC00519523,26/07/2013,0,26.1
USC00519523,28/07/2013,,22.8
USC00519523,29/07/2013,5.1,25
USC00519523,30/07/2013,6.9,26.1
USC00519523,31/07/2013,2,25.6
USC00519523,1/08/2013,3.8,25
USC00519523,2/08/2013,1,24.4
USC00519523,3/08/2013,0,25
USC00519523,4/08/2013,0,26.1
USC00519523,5/08/2013,0,25
USC00519523,6/08/2013,0,25
USC00519523,7/08/2013,0,24.4
USC00519523,8/08/2013,0,25
USC00519523,9/08/2013,0,24.4
USC00519523,10/08/2013,42.4,22.8
USC00519523,11/08/2013,10.7,27.8
USC00519523,12/08/2013,0.3,25
USC00519523,13/08/2013,0,25
USC00519523,14/08/2013,1.3,25
USC00519523,15/08/2013,0,24.4
USC00519523,16/08/2013,1.3,25
USC00519523,17/08/2013,0,26.1
USC00519523,18/08/2013,0,27.8
USC00519523,19/08/2013,0,22.8
USC00519523,20/08/2013,0,22.8
USC00519523,21/08/2013,10.9,22.8
USC00519523,22/08/2013,0,25.6
USC00519523,23/08/2013,0,23.3
USC00519523,24/08/2013,1.3,25.6
USC00519523,25/08/2013,0,26.7
USC00519523,26/08/2013,0,25.6
USC00519523,27/08/2013,0,25
USC00519523,28/08/2013,0,23.3
USC00519523,29/08/2013,4.8,22.2
USC00519523,31/08/2013,,26.1
USC00519523,1/09/2013,2.3,25.6
USC00519523,2/09/2013,0,26.1
USC00519523,3/09/2013,1.3,23.9
USC00519523,4/09/2013,1,21.7
USC00519523,5/09/2013,0,20
USC00519523,6/09/2013,0,26.1
USC00519523,7/09/2013,13.5,25.6
USC00519523,9/09/2013,,25
USC00519523,10/09/2013,0,25
USC00519523,11/09/2013,6.4,24.4
USC00519523,12/09/2013,1.3,24.4
USC00519523,13/09/2013,8.1,24.4
USC00519523,14/09/2013,2.3,27.2
USC00519523,15/09/2013,3.8,25.6
USC00519523,16/09/2013,0.5,25.6
USC00519523,17/09/2013,1.8,24.4
USC00519523,18/09/2013,1.5,25.6
USC00519523,19/09/2013,1,25.6
USC00519523,20/09/2013,0,25.6
USC00519523,22/09/2013,,27.8
USC00519523,23/09/2013,0,27.2
USC00519523,25/09/2013,,25
USC00519523,26/09/2013,12.4,25.6
USC00519523,27/09/2013,0.5,25.6
USC00519523,28/09/2013,0,25.6
USC00519523,29/09/2013,1.8,26.1
USC00519523,30/09/2013,3.3,25.6
USC00519523,1/10/2013,0,25.6
USC00519523,2/10/2013,0,25
USC00519523,3/10/2013,0,24.4
USC00519523,4/10/2013,0,25
USC00519523,6/10/2013,,25.6
USC00519523,7/10/2013,0,25
USC00519523,8/10/2013,0,25
USC00519523,9/10/2013,0,25.6
USC00519523,10/10/2013,1.8,25.6
USC00519523,11/10/2013,0,23.9
USC00519523,12/10/2013,1.5,24.4
USC00519523,13/10/2013,0,22.2
USC00519523,14/10/2013,17.3,23.3
USC00519523,15/10/2013,0,23.3
USC00519523,16/10/2013,0,23.9
USC00519523,17/10/2013,0,25.6
USC00519523,18/10/2013,1.3,20.6
USC00519523,19/10/2013,0,18.9
USC00519523,20/10/2013,0.3,20.6
USC00519523,21/10/2013,0,20
USC00519523,22/10/2013,0,23.3
USC00519523,23/10/2013,0,27.2
USC00519523,24/10/2013,2.8,22.8
USC00519523,25/10/2013,0,24.4
USC00519523,26/10/2013,0,26.1
USC00519523,28/10/2013,,22.8
USC00519523,29/10/2013,0,24.4
USC00519523,30/10/2013,0,24.4
USC00519523,31/10/2013,0,23.3
USC00519523,1/11/2013,0,24.4
USC00519523,2/11/2013,1.8,23.9
USC00519523,3/11/2013,0,25.6
USC00519523,4/11/2013,0,27.8
USC00519523,5/11/2013,0,23.3
USC00519523,6/11/2013,1.3,22.8
USC00519523,7/11/2013,5.1,23.3
USC00519523,8/11/2013,0.5,23.3
USC00519523,9/11/2013,1,23.3
USC00519523,10/11/2013,120.9,22.8
USC00519523,11/11/2013,0.8,24.4
USC00519523,12/11/2013,6.1,16.7
USC00519523,13/11/2013,0,17.8
USC00519523,14/11/2013,1.3,22.2
USC00519523,15/11/2013,19.8,22.8
USC00519523,17/11/2013,,24.4
USC00519523,20/11/2013,,20
USC00519523,21/11/2013,0,21.1
USC00519523,22/11/2013,0,21.7
USC00519523,23/11/2013,0,24.4
USC00519523,24/11/2013,0,21.1
USC00519523,25/11/2013,0,22.8
USC00519523,26/11/2013,0,23.3
USC00519523,27/11/2013,0,22.8
USC00519523,28/11/2013,0,22.8
USC00519523,29/11/2013,0,22.8
USC00519523,30/11/2013,9.7,25.6
USC00519523,1/12/2013,2.3,24.4
USC00519523,2/12/2013,57.2,20
USC00519523,3/12/2013,2.3,26.1
USC00519523,4/12/2013,0,20.6
USC00519523,5/12/2013,0,17.8
USC00519523,6/12/2013,0,21.1
USC00519523,7/12/2013,0,20.6
USC00519523,8/12/2013,0,22.8
USC00519523,9/12/2013,0,21.1
USC00519523,10/12/2013,0.8,23.3
USC00519523,11/12/2013,0,24.4
USC00519523,12/12/2013,0.5,24.4
USC00519523,13/12/2013,0.5,20.6
USC00519523,14/12/2013,0,22.8
USC00519523,15/12/2013,2.5,22.8
USC00519523,16/12/2013,22.4,18.3
USC00519523,17/12/2013,0,21.1
USC00519523,18/12/2013,0,22.2
USC00519523,19/12/2013,8.9,22.2
USC00519523,20/12/2013,0.3,23.9
USC00519523,21/12/2013,0,23.3
USC00519523,22/12/2013,0.3,20.6
USC00519523,23/12/2013,2,22.8
USC00519523,24/12/2013,1,23.9
USC00519523,25/12/2013,0,24.4
USC00519523,26/12/2013,0,23.3
USC00519523,27/12/2013,0,22.8
USC00519523,28/12/2013,1.5,23.3
USC00519523,29/12/2013,4.1,21.7
USC00519523,30/12/2013,0.3,22.2
USC00519523,31/12/2013,4.3,22.8
USC00519523,1/01/2014,0.3,23.9
USC00519523,2/01/2014,3.8,23.9
USC00519523,3/01/2014,23.4,20
USC00519523,4/01/2014,0,21.1
USC00519523,5/01/2014,0,20.6
USC00519523,6/01/2014,5.8,20
USC00519523,7/01/2014,0,21.7
USC00519523,8/01/2014,0,21.7
USC00519523,9/01/2014,3,21.1
USC00519523,10/01/2014,0.3,22.2
USC00519523,11/01/2014,0,23.9
USC00519523,12/01/2014,0,20
USC00519523,13/01/2014,0,18.9
USC00519523,14/01/2014,11.2,23.9
USC00519523,15/01/2014,7.1,22.2
USC00519523,16/01/2014,7.6,18.3
USC00519523,17/01/2014,3.8,18.9
USC00519523,18/01/2014,3.3,18.3
USC00519523,19/01/2014,0,21.1
USC00519523,20/01/2014,4.3,22.2
USC00519523,21/01/2014,0,22.2
USC00519523,22/01/2014,7.9,20.6
USC00519523,24/01/2014,,14.4
USC00519523,25/01/2014,0,22.2
USC00519523,27/01/2014,,19.4
USC00519523,28/01/2014,11.2,20.6
USC00519523,29/01/2014,5.3,20.6
USC00519523,30/01/2014,2,18.3
USC00519523,31/01/2014,0,18.3
USC00519523,1/02/2014,24.1,23.3
USC00519523,2/02/2014,14.5,20.6
USC00519523,3/02/2014,0.5,21.1
USC00519523,4/02/2014,37.6,19.4
USC00519523,5/02/2014,14,23.9
USC00519523,6/02/2014,3.8,23.3
USC00519523,7/02/2014,4.3,21.1
USC00519523,8/02/2014,46,20
USC00519523,9/02/2014,11.2,23.3
USC00519523,10/02/2014,0.8,20
USC00519523,11/02/2014,0,18.3
USC00519523,12/02/2014,1.3,21.7
USC00519523,13/02/2014,0,18.3
USC00519523,14/02/2014,0,22.8
USC00519523,15/02/2014,10.2,22.8
USC00519523,16/02/2014,0.8,22.2
USC00519523,17/02/2014,8.4,23.3
USC00519523,18/02/2014,3.6,21.7
USC00519523,19/02/2014,0,20.6
USC00519523,20/02/2014,0,21.7
USC00519523,21/02/2014,8.6,20
USC00519523,22/02/2014,0,22.2
USC00519523,23/02/2014,0,20.6
USC00519523,24/02/2014,0,22.2
USC00519523,25/02/2014,1.3,19.4
USC00519523,26/02/2014,3.6,16.7
USC00519523,27/02/2014,3.3,20
USC00519523,28/02/2014,5.3,22.8
USC00519523,1/03/2014,6.1,22.2
USC00519523,3/03/2014,,16.7
USC00519523,4/03/2014,0.8,18.9
USC00519523,5/03/2014,0,17.2
USC00519523,6/03/2014,0,16.7
USC00519523,7/03/2014,8.4,20.6
USC00519523,8/03/2014,23.1,19.4
USC00519523,9/03/2014,11.2,22.2
USC00519523,10/03/2014,0.8,22.8
USC00519523,11/03/2014,0,21.7
USC00519523,12/03/2014,0,21.7
USC00519523,13/03/2014,0,22.8
USC00519523,14/03/2014,0,22.8
USC00519523,15/03/2014,14.7,20.6
USC00519523,16/03/2014,2,20.6
USC00519523,17/03/2014,0.8,19.4
USC00519523,18/03/2014,0.8,20.6
USC00519523,19/03/2014,0,21.1
USC00519523,20/03/2014,0,24.4
USC00519523,21/03/2014,0,22.2
USC00519523,22/03/2014,0.8,21.1
USC00519523,23/03/2014,0,22.2
USC00519523,24/03/2014,0,22.8
USC00519523,25/03/2014,2.8,21.1
USC00519523,26/03/2014,10.4,25
USC00519523,27/03/2014,4.6,20.6
USC00519523,28/03/2014,0,22.8
USC00519523,29/03/2014,24.1,23.3
USC00519523,30/03/2014,9.4,24.4
USC00519523,31/03/2014,1.8,22.8
USC00519523,1/04/2014,0,23.9
USC00519523,2/04/2014,0.5,23.3
USC00519523,3/04/2014,2.5,24.4
USC00519523,4/04/2014,0,25
USC00519523,5/04/2014,0,23.3
USC00519523,6/04/2014,0,19.4
USC00519523,7/04/2014,5.1,21.1
USC00519523,8/04/2014,5.8,21.1
USC00519523,10/04/2014,,21.7
USC00519523,11/04/2014,0.3,20
USC00519523,12/04/2014,4.3,21.7
USC00519523,13/04/2014,0.3,22.8
USC00519523,14/04/2014,0.5,22.8
USC00519523,15/04/2014,1.3,22.2
USC00519523,16/04/2014,3.8,22.8
USC00519523,17/04/2014,0,23.3
USC00519523,18/04/2014,0,23.9
USC00519523,19/04/2014,2.3,23.9
USC00519523,20/04/2014,0,22.8
USC00519523,21/04/2014,5.3,22.8
USC00519523,22/04/2014,3.3,23.3
USC00519523,24/04/2014,,23.3
USC00519523,25/04/2014,0,22.8
USC00519523,26/04/2014,0,23.3
USC00519523,27/04/2014,7.6,24.4
USC00519523,28/04/2014,1,21.7
USC00519523,29/04/2014,0,22.2
USC00519523,1/05/2014,0,22.8
USC00519523,2/05/2014,2.3,22.8
USC00519523,3/05/2014,0.8,21.7
USC00519523,4/05/2014,0,25
USC00519523,6/05/2014,,24.4
USC00519523,9/05/2014,,20.6
USC00519523,10/05/2014,0,23.9
USC00519523,11/05/2014,0,25
USC00519523,12/05/2014,14,23.3
USC00519523,13/05/2014,0,22.8
USC00519523,14/05/2014,0,23.9
USC00519523,15/05/2014,0,26.1
USC00519523,16/05/2014,8.6,22.8
USC00519523,17/05/2014,0,26.1
USC00519523,18/05/2014,0,22.2
USC00519523,19/05/2014,0,23.9
USC00519523,20/05/2014,0.3,22.8
USC00519523,21/05/2014,0,22.8
USC00519523,22/05/2014,0,24.4
USC00519523,23/05/2014,0,24.4
USC00519523,24/05/2014,3.6,25
USC00519523,25/05/2014,11.4,22.8
USC00519523,26/05/2014,0.3,23.3
USC00519523,28/05/2014,,23.9
USC00519523,29/05/2014,0,24.4
USC00519523,30/05/2014,1.8,24.4
USC00519523,31/05/2014,0,25
USC00519523,1/06/2014,0,25.6
USC00519523,2/06/2014,2.5,24.4
USC00519523,4/06/2014,,24.4
USC00519523,5/06/2014,0,24.4
USC00519523,6/06/2014,0,25
USC00519523,7/06/2014,0,26.1
USC00519523,8/06/2014,0,26.7
USC00519523,9/06/2014,0,25.6
USC00519523,10/06/2014,0,24.4
USC00519523,11/06/2014,3.3,25.6
USC00519523,12/06/2014,0,25.6
USC00519523,13/06/2014,0,25
USC00519523,14/06/2014,0,26.1
USC00519523,15/06/2014,0,26.1
USC00519523,16/06/2014,0,23.9
USC00519523,18/06/2014,,24.4
USC00519523,19/06/2014,0,25
USC00519523,20/06/2014,13,23.3
USC00519523,21/06/2014,0,25
USC00519523,22/06/2014,0.3,24.4
USC00519523,23/06/2014,5.8,24.4
USC00519523,24/06/2014,0.3,23.9
USC00519523,25/06/2014,1.8,23.3
USC00519523,26/06/2014,2.5,26.1
USC00519523,28/06/2014,,24.4
USC00519523,29/06/2014,0.3,23.3
USC00519523,30/06/2014,1.8,24.4
USC00519523,1/07/2014,0,26.1
USC00519523,2/07/2014,0,27.8
USC00519523,3/07/2014,2.5,24.4
USC00519523,4/07/2014,0,26.7
USC00519523,5/07/2014,1.3,23.3
USC00519523,6/07/2014,1.8,25
USC00519523,7/07/2014,2.5,25
USC00519523,8/07/2014,0,25
USC00519523,9/07/2014,1.8,23.3
USC00519523,10/07/2014,0,27.2
USC00519523,11/07/2014,0,27.2
USC00519523,12/07/2014,0,27.2
USC00519523,13/07/2014,1.5,27.2
USC00519523,14/07/2014,0,26.7
USC00519523,15/07/2014,0,25
USC00519523,16/07/2014,2.5,24.4
USC00519523,17/07/2014,0,25
USC00519523,18/07/2014,0,25.6
USC00519523,19/07/2014,0,25.6
USC00519523,20/07/2014,140.7,24.4
USC00519523,21/07/2014,1.8,26.1
USC00519523,22/07/2014,10.4,25.6
USC00519523,23/07/2014,0,25.6
USC00519523,24/07/2014,0,26.7
USC00519523,27/07/2014,,28.3
USC00519523,28/07/2014,0,25.6
USC00519523,31/07/2014,,26.7
USC00519523,1/08/2014,0,28.3
USC00519523,2/08/2014,0,27.2
USC00519523,3/08/2014,0,26.7
USC00519523,4/08/2014,0,26.7
USC00519523,5/08/2014,0,25.6
USC00519523,6/08/2014,9.1,25.6
USC00519523,8/08/2014,,27.8
USC00519523,9/08/2014,3,27.2
USC00519523,11/08/2014,,24.4
USC00519523,12/08/2014,0,24.4
USC00519523,13/08/2014,6.9,24.4
USC00519523,14/08/2014,0,26.7
USC00519523,15/08/2014,0,26.7
USC00519523,16/08/2014,3.8,27.8
USC00519523,17/08/2014,1.3,23.9
USC00519523,18/08/2014,0.3,27.2
USC00519523,19/08/2014,0,27.2
USC00519523,20/08/2014,0,25
USC00519523,21/08/2014,4.3,26.7
USC00519523,22/08/2014,0.5,25
USC00519523,24/08/2014,,23.9
USC00519523,25/08/2014,0,25.6
USC00519523,26/08/2014,4.8,23.9
USC00519523,27/08/2014,0.5,26.7
USC00519523,28/08/2014,0.8,26.7
USC00519523,29/08/2014,0,25.6
USC00519523,30/08/2014,4.3,24.4
USC00519523,31/08/2014,0,26.1
USC00519523,1/09/2014,0,26.7
USC00519523,2/09/2014,9.9,26.1
USC00519523,3/09/2014,0,27.8
USC00519523,4/09/2014,1,23.3
USC00519523,5/09/2014,2.3,24.4
USC00519523,6/09/2014,5.6,25
USC00519523,7/09/2014,0,26.7
USC00519523,8/09/2014,0,25.6
USC00519523,9/09/2014,0,25.6
USC00519523,10/09/2014,0,26.1
USC00519523,11/09/2014,0,27.2
USC00519523,12/09/2014,0,26.7
USC00519523,13/09/2014,0,25.6
USC00519523,14/09/2014,0,26.7
USC00519523,15/09/2014,7.6,24.4
USC00519523,16/09/2014,0,24.4
USC00519523,17/09/2014,4.8,24.4
USC00519523,18/09/2014,9.9,23.9
USC00519523,21/09/2014,,26.1
USC00519523,24/09/2014,,24.4
USC00519523,25/09/2014,2,26.1
USC00519523,26/09/2014,4.3,27.2
USC00519523,27/09/2014,2,26.1
USC00519523,28/09/2014,0,27.8
USC00519523,29/09/2014,9.1,24.4
USC00519523,30/09/2014,1,22.8
USC00519523,1/10/2014,22.1,23.9
USC00519523,2/10/2014,0.5,23.9
USC00519523,3/10/2014,0,26.7
USC00519523,4/10/2014,0,26.1
USC00519523,5/10/2014,6.6,21.7
USC00519523,6/10/2014,5.1,22.8
USC00519523,7/10/2014,0,23.3
USC00519523,8/10/2014,1,23.9
USC00519523,10/10/2014,,25.6
USC00519523,11/10/2014,0,27.2
USC00519523,12/10/2014,0,26.1
USC00519523,13/10/2014,0,27.2
USC00519523,14/10/2014,0,26.1
USC00519523,15/10/2014,0,26.1
USC00519523,16/10/2014,0,26.1
USC00519523,17/10/2014,1,25
USC00519523,18/10/2014,2.5,27.2
USC00519523,19/10/2014,66.3,25
USC00519523,20/10/2014,35.1,26.1
USC00519523,21/10/2014,0,26.7
USC00519523,22/10/2014,1,25.6
USC00519523,23/10/2014,15.2,27.8
USC00519523,24/10/2014,0.8,26.1
USC00519523,27/10/2014,,25
USC00519523,28/10/2014,0,25
USC00519523,29/10/2014,2.5,25
USC00519523,30/10/2014,0,25
USC00519523,31/10/2014,0,23.9
USC00519523,1/11/2014,2.3,26.1
USC00519523,2/11/2014,1.3,25.6
USC00519523,3/11/2014,0.3,25.6
USC00519523,4/11/2014,0,25
USC00519523,5/11/2014,1.8,24.4
USC00519523,7/11/2014,,24.4
USC00519523,8/11/2014,22.9,22.8
USC00519523,9/11/2014,0.5,21.7
USC00519523,10/11/2014,0,18.3
USC00519523,11/11/2014,0,23.9
USC00519523,12/11/2014,0,19.4
USC00519523,13/11/2014,0,23.3
USC00519523,14/11/2014,0,21.1
USC00519523,15/11/2014,16.5,24.4
USC00519523,16/11/2014,9.1,22.8
USC00519523,17/11/2014,0.3,23.9
USC00519523,20/11/2014,,23.9
USC00519523,21/11/2014,0,24.4
USC00519523,22/11/2014,0,23.3
USC00519523,23/11/2014,0,20.6
USC00519523,24/11/2014,2.5,21.7
USC00519523,26/11/2014,,23.9
USC00519523,27/11/2014,0,23.3
USC00519523,28/11/2014,0,23.9
USC00519523,29/11/2014,0.3,23.9
USC00519523,30/11/2014,0,23.9
USC00519523,1/12/2014,0,22.2
USC00519523,2/12/2014,0,22.2
USC00519523,3/12/2014,0.5,22.8
USC00519523,4/12/2014,25.9,22.2
USC00519523,5/12/2014,0,23.9
USC00519523,6/12/2014,0,24.4
USC00519523,7/12/2014,0,19.4
USC00519523,8/12/2014,0,20.6
USC00519523,9/12/2014,0,21.1
USC00519523,10/12/2014,0,23.9
USC00519523,11/12/2014,4.1,23.3
USC00519523,12/12/2014,2,21.7
USC00519523,13/12/2014,2.8,23.3
USC00519523,14/12/2014,5.1,21.7
USC00519523,15/12/2014,1.3,22.2
USC00519523,16/12/2014,1.3,23.3
USC00519523,17/12/2014,2.3,23.9
USC00519523,18/12/2014,0,22.8
USC00519523,19/12/2014,0,23.9
USC00519523,20/12/2014,0,24.4
USC00519523,22/12/2014,,20
USC00519523,23/12/2014,38.6,21.7
USC00519523,24/12/2014,25.7,20
USC00519523,25/12/2014,13.5,18.9
USC00519523,26/12/2014,0,17.2
USC00519523,27/12/2014,0,16.7
USC00519523,28/12/2014,0,19.4
USC00519523,29/12/2014,0,20
USC00519523,30/12/2014,0,17.2
USC00519523,31/12/2014,16,13.3
USC00519523,1/01/2015,0,18.3
USC00519523,2/01/2015,0,20
USC00519523,3/01/2015,31.2,20.6
USC00519523,4/01/2015,0.8,22.2
USC00519523,5/01/2015,0,16.1
USC00519523,6/01/2015,0,20
USC00519523,7/01/2015,0,20.6
USC00519523,8/01/2015,0,19.4
USC00519523,9/01/2015,0,20.6
USC00519523,10/01/2015,0,23.3
USC00519523,11/01/2015,0,22.2
USC00519523,12/01/2015,0,17.8
USC00519523,13/01/2015,0,18.3
USC00519523,14/01/2015,0,19.4
USC00519523,15/01/2015,0,23.3
USC00519523,16/01/2015,0.3,23.3
USC00519523,17/01/2015,0,23.3
USC00519523,18/01/2015,0,19.4
USC00519523,19/01/2015,0,20.6
USC00519523,20/01/2015,0,17.8
USC00519523,21/01/2015,0,18.3
USC00519523,22/01/2015,0,17.8
USC00519523,23/01/2015,0,22.8
USC00519523,24/01/2015,11.9,22.2
USC00519523,25/01/2015,15,19.4
USC00519523,26/01/2015,4.8,21.7
USC00519523,27/01/2015,0,22.2
USC00519523,28/01/2015,2.5,20.6
USC00519523,29/01/2015,0,22.8
USC00519523,30/01/2015,0.3,17.2
USC00519523,31/01/2015,0,18.9
USC00519523,1/02/2015,1,18.9
USC00519523,2/02/2015,0,24.4
USC00519523,4/02/2015,,23.3
USC00519523,5/02/2015,1.3,21.1
USC00519523,6/02/2015,0,19.4
USC00519523,7/02/2015,0,20.6
USC00519523,8/02/2015,0,20.6
USC00519523,9/02/2015,0,22.2
USC00519523,10/02/2015,3.8,21.7
USC00519523,11/02/2015,0,17.8
USC00519523,12/02/2015,0,16.7
USC00519523,13/02/2015,0,23.3
USC00519523,14/02/2015,5.6,23.3
USC00519523,15/02/2015,24.6,19.4
USC00519523,16/02/2015,0.3,20.6
USC00519523,17/02/2015,0,20.6
USC00519523,18/02/2015,0,21.7
USC00519523,20/02/2015,,20.6
USC00519523,21/02/2015,18.5,22.8
USC00519523,22/02/2015,0,23.9
USC00519523,23/02/2015,0,22.8
USC00519523,24/02/2015,0,23.3
USC00519523,25/02/2015,0,22.8
USC00519523,26/02/2015,0.8,21.7
USC00519523,27/02/2015,0,22.2
USC00519523,28/02/2015,27.4,21.7
USC00519523,1/03/2015,0.5,22.2
USC00519523,2/03/2015,2.8,22.2
USC00519523,3/03/2015,0.3,22.8
USC00519523,4/03/2015,0.3,22.2
USC00519523,5/03/2015,4.1,21.7
USC00519523,6/03/2015,2.5,20
USC00519523,7/03/2015,0.3,20.6
USC00519523,8/03/2015,0,20.6
USC00519523,9/03/2015,0.8,17.2
USC00519523,10/03/2015,0.3,18.3
USC00519523,11/03/2015,0,22.2
USC00519523,13/03/2015,,18.3
USC00519523,14/03/2015,0,20
USC00519523,15/03/2015,0,19.4
USC00519523,16/03/2015,0,16.1
USC00519523,17/03/2015,0,18.9
USC00519523,18/03/2015,0,15.6
USC00519523,19/03/2015,0,18.3
USC00519523,20/03/2015,0,22.2
USC00519523,21/03/2015,3,23.9
USC00519523,22/03/2015,2.5,23.3
USC00519523,23/03/2015,0,22.8
USC00519523,25/03/2015,,25.6
USC00519523,26/03/2015,0,21.1
USC00519523,27/03/2015,0,23.3
USC00519523,28/03/2015,0,23.3
USC00519523,29/03/2015,49.3,23.9
USC00519523,30/03/2015,0.5,24.4
USC00519523,31/03/2015,3.8,22.2
USC00519523,1/04/2015,6.4,25.6
USC00519523,2/04/2015,0,25
USC00519523,3/04/2015,0,25
USC00519523,4/04/2015,0,25
USC00519523,5/04/2015,0,26.7
USC00519523,6/04/2015,0,22.8
USC00519523,7/04/2015,0,23.9
USC00519523,8/04/2015,0.5,22.8
USC00519523,9/04/2015,0,22.8
USC00519523,11/04/2015,,23.9
USC00519523,12/04/2015,0,24.4
USC00519523,13/04/2015,0,24.4
USC00519523,14/04/2015,1.8,23.3
USC00519523,15/04/2015,0.5,24.4
USC00519523,16/04/2015,0,23.3
USC00519523,17/04/2015,1.8,23.9
USC00519523,18/04/2015,0,24.4
USC00519523,19/04/2015,0.8,23.3
USC00519523,20/04/2015,0,23.3
USC00519523,21/04/2015,0,24.4
USC00519523,22/04/2015,0,20.6
USC00519523,23/04/2015,3.8,23.9
USC00519523,24/04/2015,6.4,23.9
USC00519523,25/04/2015,1.3,27.2
USC00519523,26/04/2015,0.5,27.2
USC00519523,27/04/2015,91.9,22.8
USC00519523,29/04/2015,,24.4
USC00519523,30/04/2015,0,23.9
USC00519523,1/05/2015,1.3,23.9
USC00519523,2/05/2015,0,23.9
USC00519523,3/05/2015,0,23.3
USC00519523,4/05/2015,0,23.9
USC00519523,5/05/2015,0,23.9
USC00519523,6/05/2015,0,23.9
USC00519523,7/05/2015,0,25
USC00519523,8/05/2015,3.3,22.2
USC00519523,9/05/2015,0,23.9
USC00519523,10/05/2015,0,25.6
USC00519523,11/05/2015,0,23.3
USC00519523,12/05/2015,0,23.3
USC00519523,13/05/2015,0,25
USC00519523,14/05/2015,0,23.3
USC00519523,15/05/2015,0,23.3
USC00519523,16/05/2015,0,24.4
USC00519523,17/05/2015,0,25.6
USC00519523,18/05/2015,0,25.6
USC00519523,19/05/2015,0,25
USC00519523,20/05/2015,0,22.8
USC00519523,21/05/2015,4.3,22.2
USC00519523,22/05/2015,0,21.7
USC00519523,23/05/2015,33.5,23.9
USC00519523,24/05/2015,0,22.2
USC00519523,25/05/2015,0,22.8
USC00519523,26/05/2015,0,22.8
USC00519523,27/05/2015,3.3,21.7
USC00519523,28/05/2015,17.3,22.8
USC00519523,29/05/2015,0,22.2
USC00519523,30/05/2015,0.3,22.8
USC00519523,31/05/2015,0,24.4
USC00519523,1/06/2015,3.3,25
USC00519523,2/06/2015,0,25.6
USC00519523,3/06/2015,0,25
USC00519523,4/06/2015,1.8,23.9
USC00519523,5/06/2015,0.3,23.9
USC00519523,6/06/2015,0,26.7
USC00519523,7/06/2015,0,25
USC00519523,8/06/2015,0.3,25
USC00519523,9/06/2015,0.3,25
USC00519523,10/06/2015,0,26.7
USC00519523,11/06/2015,0,24.4
USC00519523,12/06/2015,0,25.6
USC00519523,13/06/2015,0,25
USC00519523,14/06/2015,0,26.1
USC00519523,15/06/2015,0,26.1
USC00519523,16/06/2015,0,25
USC00519523,17/06/2015,1.3,23.9
USC00519523,18/06/2015,4.6,24.4
USC00519523,19/06/2015,0,25.6
USC00519523,20/06/2015,0,25.6
USC00519523,21/06/2015,0,26.7
USC00519523,22/06/2015,0,25.6
USC00519523,23/06/2015,1.3,26.1
USC00519523,24/06/2015,0,26.1
USC00519523,25/06/2015,3.6,25
USC00519523,26/06/2015,0,25
USC00519523,27/06/2015,0,27.2
USC00519523,29/06/2015,,23.9
USC00519523,30/06/2015,0,22.2
USC00519523,1/07/2015,0,21.7
USC00519523,2/07/2015,0,26.7
